"Activity Id","Day","Hour","Students Sets","Subject","Teachers","Activity Tags","Room","Comments"
"96","Monday","10:20","PTEA-3","E0451-EL239-2-SINYAL DAN SISTEM","DNK","","B2-03-PTOIR",""
"96","Monday","11:10","PTEA-3","E0451-EL239-2-SINYAL DAN SISTEM","DNK","","B2-03-PTOIR",""
"97","Tuesday","07:00","PTEB-3","E0451-EL239-2-SINYAL DAN SISTEM","DNK","","B1-125-PTE",""
"97","Tuesday","07:50","PTEB-3","E0451-EL239-2-SINYAL DAN SISTEM","DNK","","B1-125-PTE",""
"98","Thursday","13:00","PTEA-5","E0451-EL251-3-SISTEM MIKROPROSESOR","YYS+MAR","","B2-01-PTE",""
"98","Thursday","13:50","PTEA-5","E0451-EL251-3-SISTEM MIKROPROSESOR","YYS+MAR","","B2-01-PTE",""
"98","Thursday","14:40","PTEA-5","E0451-EL251-3-SISTEM MIKROPROSESOR","YYS+MAR","","B2-01-PTE",""
"99","Monday","13:00","PTEB-5","E0451-EL251-3-SISTEM MIKROPROSESOR","YYS","","B2-04-EX KOMP",""
"99","Monday","13:50","PTEB-5","E0451-EL251-3-SISTEM MIKROPROSESOR","YYS","","B2-04-EX KOMP",""
"99","Monday","14:40","PTEB-5","E0451-EL251-3-SISTEM MIKROPROSESOR","YYS","","B2-04-EX KOMP",""
"100","Thursday","09:30","PTEA-5","E0451-EL370-3-STRATEGI PEMBELAJARAN TEKNIK ELEKTRO","MKH","","B2-03-PTOIR",""
"100","Thursday","10:20","PTEA-5","E0451-EL370-3-STRATEGI PEMBELAJARAN TEKNIK ELEKTRO","MKH","","B2-03-PTOIR",""
"100","Thursday","11:10","PTEA-5","E0451-EL370-3-STRATEGI PEMBELAJARAN TEKNIK ELEKTRO","MKH","","B2-03-PTOIR",""
"101","Tuesday","13:00","PTEB-5","E0451-EL370-3-STRATEGI PEMBELAJARAN TEKNIK ELEKTRO","MKH","","B2-01-PTE",""
"101","Tuesday","13:50","PTEB-5","E0451-EL370-3-STRATEGI PEMBELAJARAN TEKNIK ELEKTRO","MKH","","B2-01-PTE",""
"101","Tuesday","14:40","PTEB-5","E0451-EL370-3-STRATEGI PEMBELAJARAN TEKNIK ELEKTRO","MKH","","B2-01-PTE",""
"102","Wednesday","07:00","PTEA-5","E0451-EL371-3-LITERASI ICT DAN MEDIA PEMBELAJARAN TEKNIK ELEKTRO","TSR+SSE","","B1-04-KOMP",""
"102","Wednesday","07:50","PTEA-5","E0451-EL371-3-LITERASI ICT DAN MEDIA PEMBELAJARAN TEKNIK ELEKTRO","TSR+SSE","","B1-04-KOMP",""
"102","Wednesday","08:40","PTEA-5","E0451-EL371-3-LITERASI ICT DAN MEDIA PEMBELAJARAN TEKNIK ELEKTRO","TSR+SSE","","B1-04-KOMP",""
"103","Thursday","13:00","PTEB-5","E0451-EL371-3-LITERASI ICT DAN MEDIA PEMBELAJARAN TEKNIK ELEKTRO","BTM+TSR","","B1-04-KOMP",""
"103","Thursday","13:50","PTEB-5","E0451-EL371-3-LITERASI ICT DAN MEDIA PEMBELAJARAN TEKNIK ELEKTRO","BTM+TSR","","B1-04-KOMP",""
"103","Thursday","14:40","PTEB-5","E0451-EL371-3-LITERASI ICT DAN MEDIA PEMBELAJARAN TEKNIK ELEKTRO","BTM+TSR","","B1-04-KOMP",""
